央卫,#genre#
OuterSphere,https://i.mjh.nz/SamsungTVPlus/USBD1200007FE.m3u8
Unidentified,https://i.mjh.nz/SamsungTVPlus/USBB10000047W.m3u8
The Walking Dead Universe,https://i.mjh.nz/SamsungTVPlus/USBD1200004NS.m3u8
The Asylum,https://i.mjh.nz/SamsungTVPlus/USAJ17000014C.m3u8
Alien Nation by DUST,https://i.mjh.nz/SamsungTVPlus/USBC100000630.m3u8
Horror by ALTER,https://i.mjh.nz/SamsungTVPlus/USBC100001175.m3u8
RetroCrush,https://i.mjh.nz/SamsungTVPlus/USBC36000073J.m3u8
Midnight Pulp,https://i.mjh.nz/SamsungTVPlus/USBD700015LK.m3u8
Hallmark Movies & More,https://i.mjh.nz/SamsungTVPlus/USBD270001633.m3u8
MovieSphere,https://i.mjh.nz/SamsungTVPlus/USBD17000117B.m3u8
FilmRise Free Movies,https://i.mjh.nz/SamsungTVPlus/USAJ40000072X.m3u8
MyTime Movie Network,https://i.mjh.nz/SamsungTVPlus/USBC3900018K6.m3u8
FilmRise Action,https://i.mjh.nz/SamsungTVPlus/USBB3200020ID.m3u8
Documentary+,https://i.mjh.nz/SamsungTVPlus/USAJ3504701A.m3u8
Maverick Black Cinema,https://i.mjh.nz/SamsungTVPlus/USAJ3000007MT.m3u8
Gravitas Movies,https://i.mjh.nz/SamsungTVPlus/USBD700011RE.m3u8
CINEVAULT: Classics,https://i.mjh.nz/SamsungTVPlus/USBB3200015M8.m3u8
CINEVAULT,https://i.mjh.nz/SamsungTVPlus/USAJ30000148W.m3u8
CINEVAULT: Westerns,https://i.mjh.nz/SamsungTVPlus/USAK3508709A.m3u8
FilmRise Western,https://i.mjh.nz/SamsungTVPlus/USBB32000196O.m3u8
NEW KMOVIES,https://i.mjh.nz/SamsungTVPlus/USAJ30000122O.m3u8
The Preview Channel,https://i.mjh.nz/SamsungTVPlus/USAJ34000175A.m3u8
XITE 80s Flashback,https://i.mjh.nz/SamsungTVPlus/USBB320000647.m3u8
XITE 90s Throwback,https://i.mjh.nz/SamsungTVPlus/USBB3200007AK.m3u8
XITE Hits,https://i.mjh.nz/SamsungTVPlus/USBD3300004RH.m3u8
XITE Country Today,https://i.mjh.nz/SamsungTVPlus/USBD3300006O3.m3u8
XITE Country's Finest,https://i.mjh.nz/SamsungTVPlus/USBD3300011UT.m3u8
XITE Nuevo Latino,https://i.mjh.nz/SamsungTVPlus/USBD3300007PB.m3u8
XITE Siempre Latino,https://i.mjh.nz/SamsungTVPlus/USBD3300010L9.m3u8
XITE R&B Classic Jams,https://i.mjh.nz/SamsungTVPlus/USBD330000948.m3u8
XITE Rock On,https://i.mjh.nz/SamsungTVPlus/USBB2300004KV.m3u8
XITE Icons,https://i.mjh.nz/SamsungTVPlus/USBD3300005EX.m3u8
XITE Just Chill,https://i.mjh.nz/SamsungTVPlus/USBB2300003JZ.m3u8
XITE Only Love,https://i.mjh.nz/SamsungTVPlus/USBD3300008DG.m3u8
XITE Celebrates,https://i.mjh.nz/SamsungTVPlus/USBD350003932.m3u8
Vevo '70s,https://i.mjh.nz/SamsungTVPlus/USBD300011KQ.m3u8
Vevo '80s,https://i.mjh.nz/SamsungTVPlus/USBD300012YC.m3u8
Vevo '90s,https://i.mjh.nz/SamsungTVPlus/USBD3000133M.m3u8
Vevo 2K,https://i.mjh.nz/SamsungTVPlus/USBB4400015F5.m3u8
Vevo 2010s,https://i.mjh.nz/SamsungTVPlus/USBD120002431.m3u8
Vevo Retro Rock,https://i.mjh.nz/SamsungTVPlus/USBD3000145P.m3u8
Vevo Latino,https://i.mjh.nz/SamsungTVPlus/USBC3600015GF.m3u8
Vevo Hip-Hop,https://i.mjh.nz/SamsungTVPlus/USBC3600002EK.m3u8
Vevo R&B,https://i.mjh.nz/SamsungTVPlus/USBC3900009K5.m3u8
Vevo Country,https://i.mjh.nz/SamsungTVPlus/USBC3600001RQ.m3u8
Vevo Pop,https://i.mjh.nz/SamsungTVPlus/USBC3600008WY.m3u8
Vevo Features,https://i.mjh.nz/SamsungTVPlus/USBD1200008GL.m3u8
NEW KPOP,https://i.mjh.nz/SamsungTVPlus/USAJ3000013FJ.m3u8
Stingray Today's K-Pop,https://i.mjh.nz/SamsungTVPlus/USBD3500016NH.m3u8
Stingray DJAZZ,https://i.mjh.nz/SamsungTVPlus/USBD3500025GS.m3u8
Qello Concerts by Stingray,https://i.mjh.nz/SamsungTVPlus/USBD3500024YB.m3u8
Stingray Smooth Jazz,https://i.mjh.nz/SamsungTVPlus/USBD35000128A.m3u8
Stingray Classica,https://i.mjh.nz/SamsungTVPlus/USBD350002623.m3u8
Stingray Today's Latin Pop,https://i.mjh.nz/SamsungTVPlus/USBD3500009Y3.m3u8
Stingray Romance Latino,https://i.mjh.nz/SamsungTVPlus/USBD3500017CE.m3u8
Stingray Easy Listening,https://i.mjh.nz/SamsungTVPlus/USBD3500011J3.m3u8
Stingray Flashback 70s,https://i.mjh.nz/SamsungTVPlus/USBD3500008IJ.m3u8
Stingray Remember the 80s,https://i.mjh.nz/SamsungTVPlus/USBD3300022QK.m3u8
Stingray Nothin' But 90s,https://i.mjh.nz/SamsungTVPlus/USBD35000149S.m3u8
Stingray Classic Rock,https://i.mjh.nz/SamsungTVPlus/USBD35000180U.m3u8
Stingray Hip Hop,https://i.mjh.nz/SamsungTVPlus/USBD3500010MT.m3u8
Stingray Hot Country,https://i.mjh.nz/SamsungTVPlus/USBD3300021KV.m3u8
Stingray Greatest Hits,https://i.mjh.nz/SamsungTVPlus/USBD3500022DN.m3u8
BBS,http://66.165.240.154:8080/live/hgBBS01/hls.m3u8
BBS,http://66.165.240.154:8080/live/hgBBS02/hls.m3u8
BTN,http://66.165.240.154:8080/live/hgBTNTV01/hls.m3u8
EBS,http://66.165.240.154:8080/live/hgEBS01/hls.m3u8
EBS 2,http://66.165.240.154:8080/live/hgEBS21/hls.m3u8
EBS Kids,http://66.165.240.154:8080/live/hgEBSKids01/hls.m3u8
EBS e,http://66.165.240.154:8080/live/hgEBSe01/hls.m3u8
KFN,http://66.165.240.154:8080/live/hgGugbangTV01/hls.m3u8
NBS,http://66.165.240.154:8080/live/hgNBS01/hls.m3u8
CJB|SBS,http://66.165.240.154:8080/live/hgSBSUBC01/hls.m3u8
JOB,http://66.165.240.154:8080/live/hgTVWorkNet/hls.m3u8
NBA TV,http://66.165.240.154:8080/live/nbaTV3/hls.m3u8
AMC,http://66.165.240.154:8080/live/sf2xby4/hls.m3u8
Star Life,http://66.165.240.154:8080/live/sf2xby6/hls.m3u8
SETI.News,http://66.165.240.154:8080/live/slxw01/hls.m3u8
Live 三立,http://66.165.240.154:8080/live/slxw02/hls.m3u8
民视新闻台,http://66.165.240.154:8080/live/tymsxw1/hls.m3u8
TVBS,http://66.165.240.154:8080/live/tytvbs10/hls.m3u8
TVBS-华语电视,http://66.165.240.154:8080/live/tytvbs11/hls.m3u8
TVBS-Asia,http://66.165.240.154:8080/live/tytvbsyz1/hls.m3u8
TVBS-台视新闻HD,http://66.165.240.154:8080/live/tyxltsxw3/hls.m3u8
HGTV,http://66.165.240.154:8080/live/usHGTV/hls.m3u8
CTI-中天新闻,http://66.165.240.154:8080/live/ztylt01/hls.m3u8
CTV-中视HD,http://66.165.240.154:8080/live/ztylt06/hls.m3u8





Smart,#genre#
AXN,https://bsex.serv00.net/Smart.php?id=axn_twn
CINEMAX,https://bsex.serv00.net/Smart.php?id=cinemax_twn
EYE戲劇,https://bsex.serv00.net/Smart.php?id=eyetvxiju_twn
EYE旅遊,https://bsex.serv00.net/Smart.php?id=eyetvtravel_twn
HBO,https://bsex.serv00.net/Smart.php?id=hbohd_twn
HBO Family,https://bsex.serv00.net/Smart.php?id=fyi_twn
好萊塢電影,https://bsex.serv00.net/Smart.php?id=hollywoodmovies_twn
MTV Live,https://bsex.serv00.net/Smart.php?id=mtvhd_twn
TLC旅遊生活,https://bsex.serv00.net/Smart.php?id=tlc_twn
東森新聞,https://bsex.serv00.net/Smart.php?id=ettvnews
TVBS,https://bsex.serv00.net/Smart.php?id=tvbs
TVBS新聞,https://bsex.serv00.net/Smart.php?id=tvbs_n
TVBS歡樂,https://bsex.serv00.net/Smart.php?id=tvbshuanle_twn
三立台灣,https://bsex.serv00.net/Smart.php?id=sanlitaiwan
三立戲劇,https://bsex.serv00.net/Smart.php?id=sanlixiju_twn
三立綜合,https://bsex.serv00.net/Smart.php?id=sanlizhonghe
中天亞洲,https://bsex.serv00.net/Smart.php?id=ctiasia_twn
中天娱樂,https://bsex.serv00.net/Smart.php?id=ctient
中天新聞,https://bsex.serv00.net/Smart.php?id=ctinews
中天綜合,https://bsex.serv00.net/Smart.php?id=ctizhonghe
亞洲旅遊,https://bsex.serv00.net/Smart.php?id=asiatravel_twn
亞洲美食,https://bsex.serv00.net/Smart.php?id=afc_twn
八大戲劇,https://bsex.serv00.net/Smart.php?id=badadrama
八大第一,https://bsex.serv00.net/Smart.php?id=badafirst
八大綜合,https://bsex.serv00.net/Smart.php?id=badazhonghe
公視,https://bsex.serv00.net/Smart.php?id=ctv_taiwan
民視,https://bsex.serv00.net/Smart.php?id=ftvhd_taiwan
民視第一,https://bsex.serv00.net/Smart.php?id=lunghuajingdian_twn
民視台灣,https://bsex.serv00.net/Smart.php?id=ftvtaiwan_twn
民視新聞,https://bsex.serv00.net/Smart.php?id=ftvnew_taiwan
台視,https://bsex.serv00.net/Smart.php?id=ttv_taiwan	
台視新聞,https://bsex.serv00.net/Smart.php?id=ttvnews_twn
中視,https://bsex.serv00.net/Smart.php?id=zhongshihd_twn
中視新聞,https://bsex.serv00.net/Smart.php?id=zhongshinews_twn
中視經典,https://bsex.serv00.net/Smart.php?id=zhongshi_twn
華視,https://bsex.serv00.net/Smart.php?id=ctshd_twn
華藝綜合,https://bsex.serv00.net/Smart.php?id=weishichinese_twn
大愛一,https://bsex.serv00.net/Smart.php?id=daai_twn
寰宇新聞,https://bsex.serv00.net/Smart.php?id=huanyuxinwen_twn
寰宇財經,https://bsex.serv00.net/Smart.php?id=huanyutaiwan_twn
年代新聞,https://bsex.serv00.net/Smart.php?id=niandainews_twn
愛爾達影劇,https://bsex.serv00.net/Smart.php?id=eltayingju_twn
愛爾達體育 1,https://bsex.serv00.net/Smart.php?id=eltasport_twn
愛爾達體育 2,https://bsex.serv00.net/Smart.php?id=eltasport2_twn
愛爾達體育 3,https://bsex.serv00.net/Smart.php?id=eltasport3_twn
ELEVEN體育1,https://bsex.serv00.net/Smart.php?id=golfchannel_twn
博斯網球,https://bsex.serv00.net/Smart.php?id=bositennis_twn
博斯運動1,https://bsex.serv00.net/Smart.php?id=bosisport1_twn
博斯運動2,https://bsex.serv00.net/Smart.php?id=bosisport2_twn
博斯高球1,https://bsex.serv00.net/Smart.php?id=bosigolf1_twn
博斯高球2,https://bsex.serv00.net/Smart.php?id=bosigolf2_twn
探索亞洲,https://bsex.serv00.net/Smart.php?id=discoverytwn_twn
探索動力,https://bsex.serv00.net/Smart.php?id=discoveryturbo_twn
國家地理,https://bsex.serv00.net/Smart.php?id=natgeohd_twn
野生動物,https://bsex.serv00.net/Smart.php?id=natgeowild_twn
動物星球,https://bsex.serv00.net/Smart.php?id=animalplanet_twn
時尚,https://bsex.serv00.net/Smart.php?id=fashiontv_twn
Discovery Asia,https://bsex.serv00.net/Smart.php?id=discoverytwn_twn
探索頻道,https://bsex.serv00.net/Smart.php?id=discoveryhd_twn
東森戲劇,https://bsex.serv00.net/Smart.php?id=ettvdrama
東森洋片,https://bsex.serv00.net/Smart.php?id=ettvwestern
東森綜合,https://bsex.serv00.net/Smart.php?id=ettvzhonghe
東森財經新聞,https://bsex.serv00.net/Smart.php?id=ettvcaijing_twn
東森電影,https://bsex.serv00.net/Smart.php?id=ettvmovie
緯來日本,https://bsex.serv00.net/Smart.php?id=videolandjapan
緯來體育,https://bsex.serv00.net/Smart.php?id=videolandsport
美亞電影,https://bsex.serv00.net/Smart.php?id=meiyamovie_twn
BBC World News,https://bsex.serv00.net/Smart.php?id=bbcnews_twn
Bloomberg News,https://bsex.serv00.net/Smart.php?id=bloomberg_twn
Fox News,https://bsex.serv00.net/Smart.php?id=foxnews_twn
阿里郎,https://bsex.serv00.net/Smart.php?id=arirang_twn
CN卡通,https://bsex.serv00.net/Smart.php?id=momo1_twn
靖天卡通,https://bsex.serv00.net/Smart.php?id=jingtiancartoon_twn
靖天國際,https://bsex.serv00.net/Smart.php?id=jingtianintl_twn
非凡新聞,https://bsex.serv00.net/Smart.php?id=feifannews_twn
龍祥時代,https://bsex.serv00.net/Smart.php?id=lungxiangtime_twn
龍華偶像,https://bsex.serv00.net/Smart.php?id=lunghuaidol_twn
龍華戲劇,https://bsex.serv00.net/Smart.php?id=lunghuaxiju_twn
龍華洋片,https://bsex.serv00.net/Smart.php?id=lunghuawestern_twn
龍華經典,https://bsex.serv00.net/Smart.php?id=lunghuajingdian_twn
龍華電影,https://bsex.serv00.net/Smart.php?id=xingwei_movie














P2p,#genre#
大湾区卫视,P2p://generationnexxxt.com:19806/587bc565d5a4413987fdce380a48a332
广东珠江,P2p://generationnexxxt.com:19806/a050c8e736174de681b13b8ebd2ce3c4
快乐垂钓,P2p://generationnexxxt.com:19806/65a4f19a000ece67dc92e0b05e060435
魅力足球,P2p://generationnexxxt.com:19806/ca7a1a18635e453a9a77e5fd5d425e89
五星体育,P2p://generationnexxxt.com:19806/d75057c993f84e7c86f94e8f1e56ad24
广东体育,P2p://generationnexxxt.com:19806/bb744a1252da46a6a2ae5546f4da7c72
CCTV16,P2p://generationnexxxt.com:19806/65a614e0000be91ae104b1833fc057ba
私人影院,P2p://generationnexxxt.com:19806/3cfadd5e9af14d6db652b3c23acd7a7d
CCTV17,P2p://generationnexxxt.com:19806/65a614e00004fec6e104afbe58b32445
Channel[V],P2p://generationnexxxt.com:19806/65938874000d6c7c9890150e746d4c5b
CHC动作电影,P2p://generationnexxxt.com:19806/1b4ebad47ed94c6291646a4a5d1ff3b6
广东影视,P2p://generationnexxxt.com:19806/f2dbc62d3b0b4af3ac2420174eadf202
CHC高清电影,P2p://generationnexxxt.com:19806/02385419696a411db959037c2190cf11
CHC家庭影院,P2p://generationnexxxt.com:19806/28fb3856055c452db8f17441c99f21cf
港台电视31,P2p://generationnexxxt.com:19806/e4b56cb972e940ee8be694602294d242
港台电视32,P2p://generationnexxxt.com:19806/9c0a161f9c59476584fe4d8effc125b6
HOYTV,P2p://generationnexxxt.com:19806/10c18372b612479086c1f259245543ff
翡翠台,P2p://147.135.39.171:9906/659ad8a2000d34621fa351dc7e476ef7
翡翠台,P2p://147.135.39.171:9906/65a4e8350007683646f034780a032936
J2,P2p://generationnexxxt.com:19806/6a623cf5c0bc4c96b8fd45a47af4a872
无线新闻台,P2p://147.135.39.171:9906/65a4e8350004c8be46f033cc61584df6
无线新闻台,P2p://147.135.39.171:9906/659ad8a20009ddcb1fa351025e007328
无线财经体育资讯台,P2p://generationnexxxt.com:19806/8bcc654c89f74ebdb4e82062ef5f998c
ViuTV6,P2p://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
ViuTV,P2p://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
凤凰中文台,P2p://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
凤凰资讯台,P2p://generationnexxxt.com:19806/6684e9f6606f49fba9b6de846dbdcb64
凤凰香港台,P2p://generationnexxxt.com:19806/8e396c3ec52f4eee9e5b7868042b1bf2
星河台,P2p://generationnexxxt.com:19806/0c08d9d705a747908c23ba652726d777
澳门-MACAU,P2p://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳门莲花,P2p://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
now新闻台,P2p://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
HKC18,P2p://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
戏曲台,P2p://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
TVB娱乐新闻台,P2p://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
千禧经典台,P2p://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
Thrill,P2p://generationnexxxt.com:19806/1c3c73215afd42558101c3ee65737202
明珠台,P2p://generationnexxxt.com:19806/9993262cc067418a983f0c7ec18adef9
18台,P2p://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
now财经台,P2p://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
美亚电影台(粤语),P2p://generationnexxxt.com:19806/ee16565eb5fe46be8d22cbbde1fa9fae
HandsUp,P2p://generationnexxxt.com:19806/7a79a82b627a417f897895b4adf874aa
粤语片台,P2p://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
亚洲剧台,P2p://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
功夫台,P2p://generationnexxxt.com:19806/ef6373344abf4bedae4d49ac953c1742
HOY资讯台,P2p://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
黄金翡翠台,P2p://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12
民视,P2p://generationnexxxt.com:19806/7b046996e7d5417eb4a619194072bbc0
台视,P2p://generationnexxxt.com:19806/9868c18e3c0940cd8aa003d9ae54f862
大爱,P2p://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
中视,P2p://generationnexxxt.com:19806/27826c4ed7234c0d8759bc7fe6786a18
霹雳台湾台,P2p://generationnexxxt.com:19806/dcdf778fe9ca4184ad6af3a911765cf0
华视,P2p://generationnexxxt.com:19806/761bc3c0662247d18b0db4da8070b7f4
公视,P2p://generationnexxxt.com:19806/5bc9388122b840f1abd2ff73c85049a6
好消息,P2p://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
原住民电视台,P2p://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
客家电视台,P2p://generationnexxxt.com:19806/eafabb6e7c30439b8ecd35ad40a46a96
台视综合台,P2p://generationnexxxt.com:19806/6593a4d5000dedcb98fef0154abd184d
探索频道,P2p://generationnexxxt.com:19806/9f2e92df32b34a569ad7e6818f4732fb
TLC旅游生活,P2p://generationnexxxt.com:19806/621ca70412034f5eb919c1ec03679804
动物星球,P2p://generationnexxxt.com:19806/5b41e724ea8e4e7eb92e3dac95589165
CN卡通频道,P2p://generationnexxxt.com:19806/f4dd909eedc64e6b9736e248aedf6d61
MOMO亲子台,P2p://generationnexxxt.com:19806/2f2d9ad70ce7410aa99f2b9fa1753dd4
东森幼幼台,P2p://generationnexxxt.com:19806/baa16215e2224e399f6dc71eb3576ed4
纬来综合台,P2p://generationnexxxt.com:19806/d40310ae8bba42569d3d90b4cf7d9928
八大第一台,P2p://generationnexxxt.com:19806/270abff66f5e496fb9c100a0dbca3fe6
八大综合台,P2p://generationnexxxt.com:19806/6c18a737c1394e59ae5072935d630f40
三立台湾台,P2p://generationnexxxt.com:19806/ff12e8f29f9b4f61a9b766709aa498f6
三立都会台,P2p://generationnexxxt.com:19806/7a36f98eee8e48a48ea64a1359083c8a
东森综合台,P2p://generationnexxxt.com:19806/a05a4d8b51f54013925315261a2c6aa9
超视,P2p://generationnexxxt.com:19806/5121f16c4b634c1683e9444aa68494b6
中天综合台,P2p://generationnexxxt.com:19806/d6433dcd1a2a4aacb1c63a81ae8f11e6
中天娱乐台,P2p://generationnexxxt.com:19806/6932151dd5a74b759a053f78a719fbf3
东森戏剧台,P2p://generationnexxxt.com:19806/4fae332a68a04f3fa77a158ac1fa4bce
八大戏剧台,P2p://generationnexxxt.com:19806/4eec82bd1e634ceab82b90e395116c83
TVBS欢乐台,P2p://generationnexxxt.com:19806/569aec3edbbc4267bd6f829b3d495d5a
纬来戏剧台,P2p://generationnexxxt.com:19806/69036778f8fc40729301e9e88aeee556
高点综合台,P2p://generationnexxxt.com:19806/462775e2153243fc92adec0793c638d0
BBCWorldNews,P2p://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,P2p://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
BloombergTV,P2p://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,P2p://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
壹电视新闻台,P2p://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae
年代新闻,P2p://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7
东森新闻台,P2p://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
中天新闻台,P2p://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
民视新闻台,P2p://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
三立新闻台,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
TVBS新闻台,P2p://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
TVBS,P2p://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476
东森财经新闻台,P2p://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5
非凡新闻台,P2p://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
MOMO综合台,P2p://generationnexxxt.com:19806/659391fc000353d298b54dbe4b486dab
东森电影台,P2p://generationnexxxt.com:19806/08435f286ac744a0942899c551209779
纬来电影台,P2p://generationnexxxt.com:19806/429796f5f00946fa933e400729286c7e
龙祥电影,P2p://generationnexxxt.com:19806/78502c9b515845a7baca6a3a6ea88b8a
HBO,P2p://generationnexxxt.com:19806/37f11d742fee447ab15f07db28095bd6
东森洋片台,P2p://generationnexxxt.com:19806/5e8420f5477344b9b7b39d9e96162ce1
AXN,P2p://generationnexxxt.com:19806/893f7dec641a42458f47ccfbd93525ba
好莱坞电影台,P2p://generationnexxxt.com:19806/9862f4958472458ca2ebc718bb92a5c6
CINEMAX,P2p://generationnexxxt.com:19806/fd7fd316ff5f4ae0a79d274a86483a4f
纬来育乐台,P2p://generationnexxxt.com:19806/78b57c4d9e644fafafe01588c43b4787
纬来体育台,P2p://generationnexxxt.com:19806/79090c69d43040148deaa21d5e26c32a
ELEVEN体育1台,P2p://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1
JET综合台,P2p://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
国兴卫视,P2p://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20
Z频道,P2p://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
Animax,P2p://generationnexxxt.com:19806/22f75ace87a545aab39a2e4cd244bbad
人间卫视,P2p://generationnexxxt.com:19806/6593ab070007d601991721de206b22e9
尼克儿童频道,P2p://generationnexxxt.com:19806/879f28be19bc47df84ad3d5470be58d0
八大娱乐台,P2p://generationnexxxt.com:19806/cea44ead76804413bd48caf76c5c2749
三立iNEWS,P2p://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
龙华偶像,P2p://generationnexxxt.com:19806/5b720b1e1b404f129e7009363d3035f8
tvN,P2p://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
France24,P2p://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
非凡商业台,P2p://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
公视3台,P2p://generationnexxxt.com:19806/95f2ed538e044aac891abfe6a9ce6ba7
大爱2台,P2p://generationnexxxt.com:19806/2036b83c58e344c782eb154b233c8c77
ELTV生活英语台,P2p://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827
靖洋卡通NiceBingo,P2p://generationnexxxt.com:19806/1279fb2d1ae14676a31b2e5b38a2cd57
靖天卡通台,P2p://generationnexxxt.com:19806/0e27e5f319264b609ec810e126edf969
NickJr.,P2p://generationnexxxt.com:19806/acebbded37714fa4a5554c025873a92c
MezzoLive,P2p://generationnexxxt.com:19806/1c1e90cd01934a5f917ec4fad5c97665
CLASSICA古典乐,P2p://generationnexxxt.com:19806/133be9054bcd4fa68d2e34205004a51a
爱尔达体育1台(备),P2p://generationnexxxt.com:19806/1180278580d04cb490450ec59b4edc6b
爱尔达体育2台,P2p://generationnexxxt.com:19806/d1f16ee235314a0fbc33742ab7af534b
TRACESportStars,P2p://generationnexxxt.com:19806/b0cb233f10e84f29910fa38e15a07035
博斯高球,P2p://generationnexxxt.com:19806/6ff0b79453d2430986930b7c84a286df
博斯高球二台,P2p://generationnexxxt.com:19806/8afa52d0fe0047f8a6d7e51f46697f93
博斯网球台,P2p://generationnexxxt.com:19806/7fb5b66ce38747de84be865952153959
博斯魅力网,P2p://generationnexxxt.com:19806/c585ebfbfc7c4260a8d9556b5409faf0
博斯无限台,P2p://generationnexxxt.com:19806/f2973cfa7c2045e6b8a184f1bf18af7c
博斯无限二台,P2p://generationnexxxt.com:19806/143f1c23ac834d28a5296d61fed9250c
博斯运动,P2p://generationnexxxt.com:19806/6293839c167e4b6393c745db434b2465
ELEVEN体育2台,P2p://generationnexxxt.com:19806/057061c0da744aa7b035169dba5ebe2a
智林体育台,P2p://generationnexxxt.com:19806/931c171e2f774f7aa1a92e97f5098c9f
博斯运动二台,P2p://generationnexxxt.com:19806/cbd52c51fbab49ae9b3bc0da9137f681
HBO强档巨献,P2p://generationnexxxt.com:19806/563a5981b8ad4df085b59ce98bbecb95
HBO原创巨献,P2p://generationnexxxt.com:19806/bd0a33ff8b6f4fe9ba7791ad73c6c16e
BBCEarth,P2p://generationnexxxt.com:19806/49261fefe28441bea7b775cc44fa16b5
DiscoveryAsia,P2p://generationnexxxt.com:19806/0afefbe6244c42dbac40a3d8abef8d07
Discovery科学频道,P2p://generationnexxxt.com:19806/39e1494bd82c449892c6f92a6c8dc213
DMAX,P2p://generationnexxxt.com:19806/50af7fb4500840e292bcfae4dd50e97f
EVE,P2p://generationnexxxt.com:19806/f21130546932443d98f6ec02aa4ec99a
历史频道,P2p://generationnexxxt.com:19806/e6f506b509c94bacb4a371cdbcbe7719
罪案侦缉频道,P2p://generationnexxxt.com:19806/ef7b4ee3be374092a4a0074a6be41e03
BBCLifestyle,P2p://generationnexxxt.com:19806/178e533979bb4ec3af9190ca475f23ef
Lifetime,P2p://generationnexxxt.com:19806/112b06172cdf41cbb6990e64d30cab0c
KLT-靖天国际台,P2p://generationnexxxt.com:19806/12d39bada24843588ad72a3175b785a2
HGTV居家乐活频道,P2p://generationnexxxt.com:19806/84613e96237545769558cc572e6d1ab0
LoveNature,P2p://generationnexxxt.com:19806/574be1e2e0054216abe436413ea4221a
美食星球,P2p://generationnexxxt.com:19806/1baaeb6967434fee9bf4412904e573b0
亚洲美食频道,P2p://generationnexxxt.com:19806/5b787bd078c84a3caa09c3665c66dc50
亚洲旅游台,P2p://generationnexxxt.com:19806/259c24cb79ce4b5db1fb1e1b894c517e
EYETV旅游台,P2p://generationnexxxt.com:19806/2d426994acef44deb401aa8a4cd5a92e
好消息2台,P2p://generationnexxxt.com:19806/2b9f20946a6147dfba8f92373fbafee5
三立综合台,P2p://generationnexxxt.com:19806/792a7263dd7b4c7484512d07f3c21083
靖天资讯台,P2p://generationnexxxt.com:19806/5c9d432112fd4d4e92263a34415293fa
靖天综合台,P2p://generationnexxxt.com:19806/ed2e3f294dcc40c1b72aba372fbed64d
靖天育乐台,P2p://generationnexxxt.com:19806/d67fd6c2e7c44e17b9e86d9073f2930e
中视经典台,P2p://generationnexxxt.com:19806/8b9e15ff15474ccbbc2780c1484e50c9
中视菁采台,P2p://generationnexxxt.com:19806/ae5e01a7bc294327b88f65aa5d38217c
TVBS精采台,P2p://generationnexxxt.com:19806/2089afbec2474359add275658522922f
